BodyLength,Wingspan,Weight,PlumageColorHead,PlumageColorBack,PlumageColorBelly,PlumageColorWings,PlumageColorTail,BeakLength,BeakWidth,BeakShape,BeakColor,LegLength,LegColor,FootType,EyeColor,DietType,FeedingBehavior,PreferredHabitat,GeographicalRange,MigratoryBehavior,BreedingSeason,NestType,ClutchSize,EggColor,IncubationPeriod,FledglingPeriod,SocialBehavior,FlightPattern,VocalizationType,SoundFrequency,TypicalActivityPeriod,Predators,Lifespan,SexualDimorphism,MoltFrequency,TarsusLength,WingShape,TailShape,ConservationStatus,TerritorialBehavior,MigrationDistance,ForagingHeight,WaterDependency,TemperaturePreference,ColorVision,NocturnalVision,HearingAcuity,OlfactoryAcuity,TouchSensitivity,PollinationRole,SeedDispersalRole,InterspecificInteraction,IntraspecificInteraction,LearningAbility,ToolUse,ParentalCareLevel,BathingBehavior,GroomingBehavior,FlightSpeed,SpeciesClass
1.578,7.353,0.729,2.598,7.447,0.378,1.622,7.816,2.912,5.462,2.527,0.379,6.586,8.289,4.312,3.421,0.099,8.18,8.887,1.083,2.444,1.639,4.923,7.193,1.411,3.131,8.533,9.962,4.458,3.437,5.934,0.608,5.825,2.57,9.218,2.585,9.259,4.832,8.519,3.682,1.468,8.887,2.055,8.564,6.671,No,Yes,7.86,3.877,2.506,1.185,2.429,5.477,0.116,6.51,6.045,6.136,3.855,0.019,4.694,2
8.502,8.151,1.636,4.486,9.617,9.158,0.667,7.796,0.498,4.599,8.974,2.368,9.313,0.398,0.856,0.112,7.415,1.588,7.443,7.221,6.592,0.734,8.799,7.67,8.91,0.083,3.155,8.165,2.735,6.042,2.107,6.911,5.708,0.997,5.654,4.367,3.272,7.002,9.344,1.883,4.663,4.618,9.389,5.77,7.562,No,No,2.618,1.912,9.08,5.722,4.26,8.267,7.761,9.43,9.953,5.727,1.847,1.575,5.577,5
7.953,1.295,0.368,7.892,8.511,0.493,4.537,0.41,0.617,8.689,5.089,0.932,5.823,3.504,6.694,5.238,3.013,0.012,1.801,3.803,8.621,0.578,5.334,5.47,1.472,2.108,4.021,1.888,2.513,8.292,8.487,3.761,3.768,0.481,1.433,5.704,6.485,8.175,0.476,7.821,5.567,3.779,9.023,2.649,0.236,No,Yes,1.017,2.357,0.887,5.384,6.308,6.836,6.132,1.933,9.949,1.355,1.969,4.807,7.819,1
5.3,9.338,8.742,0.376,4.44,2.113,2.469,3.454,9.388,1.422,9.847,2.33,2.049,5.518,7.915,0.267,9.006,3.565,0.956,6.868,1.143,3.994,6.86,4.229,5.926,6.042,4.281,4.577,1.774,9.877,9.481,5.835,9.998,3.786,7.946,3.281,4.248,9.919,3.089,5.059,4.45,5.949,3.96,5.29,8.245,Yes,Yes,7.179,2.52,7.603,6.621,9.676,5.482,2.282,6.198,9.144,3.021,1.039,1.163,3.322,2
5.723,7.819,2.369,7.968,3.893,1.845,2.482,3.956,1.235,8.577,8.444,8.069,0.438,4.053,3.749,4.78,5.818,2.959,1.625,7.108,5.57,8.47,5.902,6.704,5.038,9.171,3.411,0.523,0.259,5.226,3.048,6.724,3.084,6.54,6.432,1.552,1.899,0.749,0.41,0.892,5.167,8.124,0.616,1.878,0.433,No,Yes,9.757,4.817,7.813,1.052,8.078,0.555,3.325,9.52,2.575,0.545,5.829,5.495,4.795,2
7.365,3.664,6.84,0.463,5.644,8.717,9.491,4.222,3.771,0.345,6.91,7.18,7.818,0.612,7.245,4.961,3.182,3.79,6.44,8.287,1.786,9.104,3.792,4.738,3.153,0.837,4.101,7.754,9.787,2.489,7.566,5.786,3.341,5.137,7.126,3.046,4.96,4.7,3.772,3.466,1.555,2.626,2.476,0.557,5.614,No,Yes,2.643,2.44,6.599,8.867,3.472,0.475,8.554,0.993,6.739,7.034,6.625,7.213,6.559,1
7.154,6.072,9.276,6.104,4.534,9.187,9.819,1.732,5.886,6.216,9.367,3.786,1.261,0.973,1.988,5.304,2.164,0.771,1.034,1.546,4.59,5.793,7.655,9.52,5.552,9.519,7.517,7.551,3.296,2.26,9.517,1.978,7.669,2.016,0.468,2.239,8.086,8.651,8.317,2.581,3.825,0.244,5.22,9.201,5.682,No,No,9.953,3.379,3.814,2.241,2.973,6.101,3.2,0.276,2.991,7.961,3.611,6.439,9.038,4
1.617,8.403,3.857,4.154,4.46,2.614,1.393,9.982,2.558,5.547,1.962,0.227,8.565,5.271,4.617,8.064,9.248,0.258,1.256,0.205,9.497,3.845,5.791,4.247,5.376,4.574,3.864,9.071,2.421,5.03,1.877,5.747,9.29,6.449,9.458,3.741,1.601,7.357,6.872,7.908,4.289,6.346,0.965,3.319,7.418,No,Yes,6.737,8.585,1.014,8.435,9.321,7.928,3.631,9.537,3.237,2.585,9.228,2.776,2.218,2
7.292,5.145,4.49,2.594,7.539,3.205,7.477,1.74,4.466,3.966,6.46,7.606,6.906,6.84,6.757,0.17,0.056,3.034,3.157,8.266,6.13,8.488,9.895,3.526,7.58,4.43,1.522,0.18,5.225,6.378,4.392,9.905,3.887,9.717,8.162,4.403,4.601,2.64,3.87,2.756,5.626,5.063,3.645,8.7,3.242,No,Yes,0.653,7.05,2.239,2.829,2.394,4.774,0.049,1.931,5.685,9.746,8.015,2.54,7.902,1
9.346,2.873,5.067,8.546,5.041,5.816,7.624,3.878,3.894,9.291,4.552,7.021,6.569,3.048,5.152,4.78,8.703,1.491,3.316,6.874,5.637,9.896,0.862,9.184,0.37,7.749,8.63,7.959,9.819,4.434,7.297,4.293,5.828,8.11,3.367,4.841,7.461,2.203,6.31,5.038,5.841,0.089,0.903,9.41,5.27,Yes,Yes,2.208,4.577,6.183,2.84,0.674,8.445,4.452,5.034,2.693,8.018,4.509,6.544,2.736,0
0.735,4.543,4.589,3.072,8.756,2.937,6.496,9.661,3.795,2.716,4.713,7.898,7.905,5.524,7.195,1.287,9.543,2.938,1.41,5.618,1.864,9.061,1.801,7.667,0.123,2.234,0.285,9.328,8.498,0.803,0.245,5.213,9.065,8.662,4.458,2.209,3.234,7.014,5.151,3.787,1.044,8.892,4.651,6.625,6.577,Yes,Yes,9.082,3.812,5.492,5.34,6.535,9.05,6.741,0.351,1.753,1.92,3.401,3.581,8.502,1
6.257,4.074,0.489,4.166,2.962,2.052,8.115,1.657,2.162,2.316,4.598,5.587,5.158,0.055,1.87,9.989,6.938,7.741,5.214,9.654,5.733,0.41,2.022,0.57,6.551,2.481,1.668,1.985,1.897,2.352,5.189,1.316,4.446,6.396,8.903,8.413,4.818,7.251,2.373,3.711,9.464,9.964,9.876,8.536,9.978,Yes,Yes,6.95,6.348,9.889,1.359,5.721,5.482,2.645,6.109,1.257,9.928,0.682,6.649,0.499,3
0.588,6.157,7.043,6.4,2.288,3.474,4.817,9.768,6.947,2.097,7.077,8.925,1.769,3.24,9.025,7.11,6.431,0.05,4.594,9.143,0.295,7.708,1.243,3.635,6.65,0.431,4.528,0.646,4.446,4.449,2.957,8.71,8.954,9.492,7.595,3.592,5.724,0.762,9.346,8.267,2.241,3.821,9.563,1.385,4.717,No,No,5.411,6.712,2.723,8.752,4.667,4.415,3.075,0.796,4.072,5.013,2.361,0.609,3.93,5
5.324,6.159,4.852,4.565,0.347,0.072,5.218,1.937,1.698,0.568,0.734,9.934,5.404,7.991,0.452,2.052,9.657,3.696,1.82,1.055,6.785,6.804,9.836,3.317,5.755,9.352,5.76,4.221,6.522,7.53,1.253,6.211,2.189,2.468,0.274,5.849,2.23,5.934,5.357,5.498,9.414,7.726,5.795,0.341,5.95,No,No,3.096,3.201,9.781,5.22,7.502,2.273,8.692,9.308,7.117,0.513,3.605,4.677,3.452,5
4.474,1.609,7.545,4.567,8.333,0.582,2.862,2.401,1.875,8.171,5.767,7.902,4.582,8.539,2.714,2.734,9.122,0.492,8.011,4.594,9.383,6.846,6.244,8.49,4.325,3.366,7.042,4.729,8.215,2.784,3.343,0.176,2.425,6.625,3.894,8.106,9.46,4.452,3.672,9.302,4.916,9.563,2.98,8.938,5.416,Yes,No,3.929,5.346,1.295,8.157,0.033,9.989,2.898,2.481,9.918,7.815,1.529,4.11,8.25,0
6.751,1.928,7.407,6.156,2.443,0.382,4.727,2.441,4.664,1.391,0.925,1.174,8.974,9.265,2.46,5.681,4.065,8.75,0.147,9.47,3.271,0.624,9.329,1.411,5.157,8.562,3.109,0.337,8.356,8.744,4.686,1.885,4.815,9.097,4.724,0.283,2.394,7.733,8.384,9.009,0.908,1.001,0.159,9.006,5.057,No,Yes,0.72,4.923,7.074,4.848,1.15,0.371,8.31,1.956,6.444,1.225,7.698,6.131,3.09,3
2.426,3.834,6.923,3.27,6.556,5.18,4.187,5.582,5.339,8.39,9.289,5.2,9.935,9.652,3.125,1.563,5.852,5.623,0.863,2.127,2.404,6.406,8.16,9.023,3.208,8.635,0.42,2.967,6.964,0.892,4.736,7.039,1.617,0.514,1.257,9.429,0.872,9.947,6.029,9.663,5.089,3.765,2.952,8.121,0.296,No,Yes,6.997,1.926,8.433,2.554,8.015,9.442,7.371,3.8,7.13,5.965,2.887,0.823,8.95,4
5.292,2.991,8.38,6.467,9.217,7.923,9.332,6.788,4.983,4.51,7.394,4.402,4.282,7.773,3.219,8.482,0.368,1.736,3.945,0.8,3.891,8.551,3.047,0.301,1.91,8.282,6.091,6.468,3.486,7.244,4.854,9.237,2.765,7.249,4.57,5.186,6.071,8.001,4.946,1.758,4.871,2.302,4.687,4.624,7.851,No,No,7.094,0.778,8.981,1.382,3.257,3.253,7.839,3.009,9.602,7.503,4.971,8.576,6.372,4
0.629,7.152,4.916,7.102,0.388,6.599,7.21,8.076,0.77,9.652,8.393,5.635,7.258,3.68,1.404,7.215,2.242,7.505,7.887,8.202,3.858,9.591,4.354,1.931,5.18,8.883,1.515,3.902,5.434,4.706,5.484,5.941,7.688,1.844,0.819,5.189,3.842,6.023,9.479,7.499,8.301,0.661,1.817,4.066,8.607,No,Yes,3.563,3.964,1.929,9.823,2.508,8.595,1.735,8.732,1.567,5.848,6.778,8.743,4.706,5
9.236,6.309,9.347,2.192,1.05,2.225,5.542,6.206,0.301,9.855,6.115,1.362,5.891,0.448,6.933,1.255,9.724,0.197,5.72,5.399,3.987,0.53,5.755,3.429,3.25,5.935,5.126,6.297,9.35,5.82,8.282,5.159,3.124,7.934,2.599,8.606,8.758,4.252,8.795,0.257,5.538,9.518,5.53,6.336,9.077,Yes,No,1.2,7.682,5.887,2.814,8.591,3.263,1.554,8.352,5.909,5.4,1.018,4.695,9.574,5
9.431,1.291,4.606,9.099,7.79,2.088,8.37,2.739,2.926,8.005,4.356,3.596,7.157,1.366,7.358,6.178,5.417,4.643,1.456,9.841,5.125,4.128,1.632,0.183,6.229,0.903,0.148,4.369,5.116,1.478,9.852,7.152,8.455,2.593,0.325,3.934,3.778,5.579,8.566,7.482,2.598,1.374,7.681,1.893,5.955,No,Yes,5.411,6.47,8.95,1.376,5.849,0.573,5.982,6.983,8.384,3.312,4.068,4.972,4.714,2
8.677,0.382,1.834,3.174,1.192,1.87,4.529,3.764,5.772,2.279,8.772,1.819,0.621,4.066,4.09,1.559,3.326,7.099,0.319,2.997,4.916,0.091,2.28,2.568,2.746,7.573,5.759,1.296,7.521,1.126,1.765,6.273,8.95,0.092,1.558,6.17,0.948,1.81,8.644,6.291,4.084,8.07,4.911,4.679,6.795,Yes,Yes,4.757,8.444,8.148,6.335,0.729,1.815,5.655,6.784,6.223,7.189,6.626,6.937,1.95,0
0.646,0.797,6.367,9.565,2.89,2.238,4.19,3.776,1.212,1.866,6.048,1.855,5.775,2.366,1.845,6.135,7.451,0.613,2.231,7.863,1.434,4.791,8.12,3.093,4.173,1.417,6.249,8.088,1.987,9.465,9.156,1.43,5.603,9.058,1.705,5.665,3.506,1.661,0.986,0.986,4.196,3.675,3.783,4.392,5.948,No,No,5.864,2.648,8.539,3.481,9.162,1.294,0.019,8.28,0.924,6.245,5.105,8.862,5.441,2
8.322,9.401,7.505,6.487,2.904,1.559,8.344,0.995,9.412,7.77,3.758,8.275,8.627,4.616,6.891,0.852,0.879,7.979,4.767,5.119,2.65,2.11,1.588,5.468,3.201,9.524,3.897,6.323,7.175,6.22,1.751,5.634,4.486,6.209,2.385,5.733,1.793,3.772,0.316,7.542,3.473,5.294,7.915,1.378,6.128,No,Yes,6.133,9.038,3.162,0.367,4.109,4.488,0.123,8.185,7.69,2.757,8.707,2.008,3.109,5
8.6,3.111,2.684,9.122,1.902,2.059,6.527,9.529,7.437,5.164,1.809,6.202,6.764,1.017,7.586,7.513,2.986,2.213,5.581,7.267,6.133,7.17,9.984,5.28,7.934,2.993,3.038,1.727,8.992,1.865,2.562,0.357,4.135,4.319,7.091,3.158,2.781,9.711,9.653,8.877,7.259,3.758,7.584,6.485,4.652,No,No,8.271,9.68,2.669,9.661,4.533,7.656,3.646,0.287,2.032,0.089,1.141,6.07,0.591,5
8.981,6.236,6.229,7.149,3.005,9.8,1.584,8.945,1.639,2.298,7.842,4.554,1.953,9.872,2.721,8.59,1.582,8.228,6.469,1.895,1.445,1.192,1.369,9.153,6.4,7.09,4.881,6.417,6.376,8.449,2.218,2.826,3.592,7.037,4.727,2.068,7.415,1.347,0.454,5.892,4.153,3.052,3.974,7.914,3.133,No,No,0.857,2.484,9.603,7.416,2.017,6.074,1.199,4.219,3.652,1.433,9.259,9.038,7.879,1
7.139,6.632,1.867,2.919,0.759,0.87,8.585,8.96,8.88,0.919,5.752,5.242,2.22,5.427,5.129,8.557,1.314,2.137,7.378,0.522,0.59,0.411,6.739,1.03,6.06,7.939,0.894,3.533,7.123,5.113,8.46,1.878,4.206,5.449,5.556,9.929,9.119,9.704,5.484,3.447,2.647,6.986,7.764,0.925,0.689,No,No,6.601,2.391,7.653,5.343,2.462,3.474,1.257,4.066,8.471,6.005,4.839,0.874,7.446,3
4.959,4.767,2.776,4.1,2.343,3.021,0.468,6.835,9.773,4.451,6.501,4.911,2.082,7.748,6.417,2.164,2.433,5.065,2.143,1.531,9.155,6.541,2.736,9.779,1.555,8.935,7.211,2.306,0.141,2.725,2.453,0.879,5.913,3.291,6.615,5.416,7.475,1.912,9.006,8.227,8.328,1.244,3.171,6.751,0.552,No,No,6.465,0.55,3.282,1.997,5.233,6.751,9.216,0.98,7.299,7.067,8.307,6.0,2.209,4
2.05,7.391,8.842,9.231,7.476,4.421,1.651,6.637,6.798,2.691,5.666,8.18,2.888,6.056,6.838,1.956,3.91,3.417,8.901,8.804,8.89,2.706,9.989,4.14,8.399,3.886,1.758,2.554,1.426,9.197,0.972,7.905,8.542,2.895,1.099,1.909,3.805,8.747,3.461,1.842,8.983,2.327,9.856,0.789,3.489,No,Yes,4.936,0.599,9.264,5.759,9.403,1.267,9.456,8.971,1.897,4.715,1.117,4.076,4.55,4
6.703,5.341,9.299,6.528,4.471,7.315,9.692,4.236,2.876,7.79,9.235,0.167,0.472,0.658,4.945,7.051,6.663,4.163,0.389,6.962,6.613,5.74,2.422,9.863,8.382,3.118,1.247,4.348,2.44,1.842,5.44,8.068,2.448,1.747,7.73,9.753,9.313,3.072,1.19,7.408,1.644,6.019,2.638,9.735,9.613,No,Yes,3.92,9.754,1.679,6.03,9.397,6.531,7.395,7.828,3.228,0.814,9.005,8.269,2.087,0
5.846,1.615,4.819,6.753,9.596,5.658,9.053,7.503,0.841,6.583,3.712,6.941,9.144,1.008,5.927,7.496,4.018,3.771,8.138,3.426,4.001,8.992,6.41,4.822,4.538,9.75,6.29,0.772,9.629,0.396,4.33,6.95,6.964,2.66,9.472,0.226,9.879,4.973,1.993,6.723,9.964,2.46,2.692,3.7,6.838,Yes,Yes,4.065,2.282,9.201,9.245,4.814,4.95,2.157,0.833,4.094,2.237,4.528,2.456,9.415,0
9.345,9.674,3.555,6.365,9.711,5.48,2.791,8.365,6.405,8.98,8.473,6.944,0.876,2.288,6.829,0.198,1.849,8.431,2.918,3.925,1.341,5.483,5.471,8.841,1.797,0.692,1.552,7.675,3.064,6.842,7.339,3.655,9.548,6.659,4.526,9.923,3.581,2.01,2.888,6.497,8.996,8.78,3.467,9.877,6.368,Yes,Yes,4.755,5.14,9.128,9.686,5.383,1.15,8.597,1.143,2.014,9.075,8.695,6.021,2.792,2
1.304,9.917,9.939,4.208,5.456,4.632,0.837,0.133,0.585,1.2,7.453,9.32,9.952,2.343,8.757,0.711,7.002,6.386,4.936,5.786,9.438,3.307,6.939,8.143,3.253,6.434,7.825,3.518,8.085,0.575,4.397,5.525,9.143,7.941,2.757,8.324,1.177,1.212,3.562,2.392,2.531,1.401,6.946,1.398,2.267,No,No,0.245,6.117,0.34,8.142,1.473,0.312,3.517,5.745,9.564,8.18,2.206,7.925,1.602,4
0.007,5.842,0.069,1.03,8.053,7.903,8.63,2.844,3.489,6.101,1.817,7.819,0.899,4.439,7.268,8.957,4.387,0.617,9.265,0.659,4.508,8.674,1.999,5.423,4.084,7.872,9.892,4.574,3.08,2.001,4.005,0.127,3.747,0.432,0.976,6.561,4.84,8.151,6.268,2.421,7.309,6.652,0.888,1.169,7.51,No,No,3.786,5.251,5.72,9.188,9.877,9.646,4.677,5.065,8.731,3.301,3.952,4.211,2.81,2
2.981,1.937,3.412,5.276,8.621,1.108,2.061,3.987,4.911,8.236,4.185,8.644,6.265,8.132,2.813,2.617,8.21,1.453,9.891,3.294,7.268,5.674,0.747,5.561,6.268,8.47,2.416,2.898,5.56,6.046,7.568,8.954,7.951,5.749,8.567,7.372,4.309,6.738,1.217,2.935,7.649,4.285,0.645,9.939,3.971,No,No,3.084,7.635,8.307,1.37,1.38,4.136,1.971,7.353,7.094,8.697,1.111,9.942,7.065,4
5.317,0.204,0.706,2.272,8.587,1.799,8.277,1.242,8.881,2.393,0.915,0.042,5.408,4.038,8.045,4.111,3.499,6.471,4.555,2.583,9.436,9.595,8.794,0.071,3.053,5.273,9.614,8.72,4.209,2.648,6.522,6.797,1.625,8.677,5.258,4.918,9.32,9.605,7.391,8.408,1.336,1.07,6.612,6.3,8.033,Yes,Yes,9.929,5.44,5.988,7.24,3.241,0.501,5.059,4.554,8.965,7.389,2.117,1.36,0.859,1
3.404,9.164,0.622,4.813,4.89,8.003,2.602,0.192,5.322,3.422,3.725,5.241,8.91,7.787,1.329,8.117,6.908,1.181,7.679,0.586,2.855,4.656,8.322,3.293,2.03,8.592,5.871,2.102,3.319,3.631,2.446,1.991,6.627,6.418,8.03,0.167,0.246,8.376,5.612,0.997,8.798,6.127,8.552,6.324,2.918,Yes,No,7.424,3.068,5.846,1.7,7.36,5.998,3.49,6.266,8.004,9.418,5.015,3.293,0.684,0
7.122,5.627,2.599,5.957,7.424,0.058,1.291,1.44,4.029,5.002,8.736,2.416,8.926,2.623,8.565,6.703,0.151,7.376,6.391,4.941,7.622,0.755,5.494,7.984,4.025,3.533,8.884,1.748,4.459,3.863,0.204,3.675,7.11,1.582,8.619,9.99,5.401,9.771,5.274,8.505,3.425,4.153,5.941,9.274,9.105,No,No,0.278,8.83,1.653,4.361,8.049,5.28,4.634,6.65,4.251,7.031,2.395,1.529,3.101,2
6.639,8.035,7.479,2.988,9.065,0.998,4.289,8.98,7.904,6.086,3.282,6.787,0.727,2.617,9.482,7.954,8.369,2.61,8.32,2.66,7.83,1.787,4.743,9.217,3.489,0.984,3.893,6.457,8.209,5.095,1.09,3.618,9.406,0.118,3.893,0.03,6.933,6.791,8.833,3.564,1.654,2.122,5.17,8.012,3.365,No,Yes,6.9,5.351,5.374,1.963,0.435,3.258,0.437,6.615,6.602,4.652,1.674,7.284,6.11,2
6.39,9.898,2.926,4.503,1.268,8.452,3.253,4.816,4.518,0.006,1.228,8.046,2.247,9.577,9.046,2.855,2.527,3.638,5.979,2.419,7.126,0.955,7.188,8.343,3.209,6.993,7.128,2.884,0.256,6.829,1.714,9.789,7.057,4.43,1.656,7.482,0.398,6.634,9.641,1.21,4.77,6.891,2.856,1.977,2.833,Yes,Yes,6.024,5.603,1.079,3.934,2.739,3.389,5.659,0.306,9.29,3.353,2.949,2.44,0.315,4
2.705,5.414,3.399,1.78,5.968,2.772,2.466,5.992,0.865,3.398,9.935,7.603,1.3,9.544,1.428,8.691,1.387,5.418,0.821,6.661,3.565,3.904,9.877,8.57,8.663,9.332,7.911,8.743,9.898,2.069,3.965,5.702,4.958,9.199,4.844,2.29,3.174,3.213,2.395,2.93,0.011,6.08,6.285,0.628,4.076,No,Yes,1.154,4.515,1.87,9.044,8.36,0.611,2.341,3.599,4.258,9.365,3.088,1.158,9.997,1
3.23,4.517,7.199,2.913,2.177,8.587,1.359,3.361,2.495,4.418,2.204,7.275,7.322,0.574,2.209,8.342,3.577,6.57,2.9,8.187,5.58,3.287,6.162,3.999,7.946,1.372,3.445,1.124,2.464,3.142,0.195,5.061,2.675,8.497,5.813,0.123,5.67,1.782,2.674,0.409,0.418,9.868,2.319,0.032,5.037,No,Yes,4.702,7.535,0.04,5.649,7.499,3.516,1.498,1.874,9.296,1.636,7.431,4.676,7.675,5
1.467,5.88,8.663,4.849,7.325,5.589,2.26,9.562,6.989,3.362,7.416,3.93,1.611,4.889,5.775,0.621,5.458,9.493,6.413,7.169,6.638,0.806,6.916,7.71,8.817,5.076,3.891,9.885,3.702,5.167,1.003,0.467,8.375,7.163,0.858,5.429,6.579,7.443,6.835,3.965,1.047,6.043,6.886,0.951,7.774,No,No,6.789,7.286,8.388,2.069,9.258,0.417,1.374,0.191,5.223,0.817,1.534,3.072,0.094,1
9.155,1.528,3.08,4.712,7.465,2.655,8.569,7.586,9.522,1.159,7.337,8.356,0.752,0.534,2.14,4.401,4.522,3.307,7.604,1.84,3.05,2.862,6.868,1.756,1.729,1.71,4.938,9.43,4.302,1.542,5.351,7.572,7.032,8.183,8.475,6.866,5.822,5.875,5.339,4.204,4.103,5.312,4.317,8.29,9.118,No,No,5.604,9.093,4.772,2.193,6.53,2.973,7.948,5.379,2.806,7.791,5.81,5.732,2.402,3
7.765,5.53,1.53,3.072,8.65,9.014,1.571,5.123,4.333,1.394,9.137,8.447,6.957,8.266,0.77,4.764,7.409,8.571,0.198,0.569,0.387,6.389,2.048,6.231,9.203,7.121,1.862,1.76,0.031,9.557,1.542,9.52,4.994,3.824,6.372,9.437,7.669,3.366,3.598,6.509,2.512,1.534,0.786,0.25,4.904,No,Yes,7.295,0.52,7.049,3.356,0.404,1.181,3.126,8.119,9.757,4.826,4.415,2.412,7.323,1
5.704,0.719,6.112,2.396,4.361,9.229,7.943,6.249,6.018,9.229,9.511,6.683,7.97,8.428,7.429,2.804,5.126,7.095,0.705,2.807,4.405,7.987,0.94,8.192,3.921,4.796,2.68,9.053,3.252,3.543,7.349,7.838,5.843,7.09,6.67,9.994,6.061,9.538,4.41,2.417,4.362,1.407,2.314,3.405,2.642,Yes,Yes,7.655,1.025,9.318,6.373,2.889,7.039,5.393,0.512,6.465,3.799,9.168,6.217,8.357,0
7.231,8.827,0.519,4.712,6.112,0.96,6.215,0.496,8.882,9.753,8.107,8.57,7.395,8.378,5.251,2.001,6.023,2.914,6.957,1.419,3.675,9.761,9.29,3.546,6.715,6.799,0.61,3.534,7.98,6.769,3.172,5.062,3.394,9.671,7.509,8.618,2.591,9.297,5.576,4.5,3.527,8.961,2.186,2.655,1.563,No,No,2.581,8.15,2.523,9.479,9.395,3.491,0.345,4.189,6.262,2.974,0.75,3.354,3.261,5
4.663,1.255,3.984,6.594,9.889,3.385,0.061,3.063,4.724,4.271,0.675,8.259,0.826,1.956,0.621,2.357,7.49,3.641,2.66,3.878,9.548,4.363,3.195,5.551,5.31,2.64,8.992,6.787,8.041,5.26,7.898,3.845,2.441,0.848,2.08,5.681,7.182,1.954,4.52,1.074,9.368,3.215,5.395,9.105,2.277,Yes,No,9.758,2.034,0.959,5.243,9.769,9.937,5.375,3.888,6.677,1.778,9.316,5.041,9.32,0
2.233,7.072,0.934,2.745,7.552,3.458,0.053,0.527,8.992,6.364,6.05,7.423,2.719,2.903,1.134,2.313,8.691,9.213,9.714,4.551,8.52,1.824,9.706,7.683,6.719,6.907,7.301,3.042,3.954,3.284,2.271,9.407,1.063,5.687,1.03,6.937,4.931,3.725,7.793,7.321,8.09,9.867,1.739,9.133,4.077,Yes,Yes,9.115,3.362,7.742,8.884,3.176,0.82,6.019,1.9,3.884,6.065,3.993,2.105,1.208,2
0.996,5.61,8.644,4.757,2.794,7.862,6.795,4.249,9.751,5.02,9.473,2.401,8.531,7.151,4.637,4.559,8.8,7.817,9.178,5.517,8.357,1.258,4.385,2.064,4.454,4.655,0.931,0.795,1.687,4.048,0.176,4.9,2.887,0.985,0.047,9.607,9.637,7.41,4.794,0.732,9.319,0.223,7.706,2.475,4.31,Yes,Yes,2.948,8.662,2.38,4.255,4.384,5.768,3.162,1.923,4.71,8.597,2.271,1.018,9.261,3
6.471,5.677,9.781,1.13,7.885,9.024,6.19,8.506,8.944,9.349,2.635,4.679,6.173,3.568,5.955,5.932,6.982,2.208,4.339,0.504,4.081,0.29,3.104,5.882,5.317,6.376,0.698,1.439,7.751,0.094,7.597,8.508,7.238,2.41,7.75,5.971,1.764,3.855,2.444,1.332,5.818,9.3,3.562,1.795,4.735,Yes,No,8.929,5.268,0.854,2.537,0.602,1.153,7.104,9.165,5.316,4.71,8.585,4.787,3.359,0
5.626,1.221,4.97,3.547,3.363,4.265,1.474,8.41,3.972,2.368,7.226,7.502,3.636,1.265,9.668,2.559,0.603,7.72,4.262,2.131,5.654,6.126,7.427,5.795,4.151,0.787,7.244,2.887,5.12,0.08,0.759,5.271,6.555,5.659,1.169,5.58,4.445,3.955,5.973,4.713,6.321,4.663,6.11,7.509,8.184,Yes,No,5.843,7.405,3.743,6.859,8.14,2.795,5.069,1.642,5.234,6.377,0.148,9.826,3.26,2
0.293,4.561,9.202,1.659,5.389,4.675,4.336,7.643,4.659,0.564,2.317,9.286,9.664,2.379,4.711,3.69,1.015,3.227,0.746,9.537,4.491,6.591,9.503,7.69,9.262,7.607,2.088,5.333,0.031,7.948,8.314,8.75,6.069,3.183,7.122,7.589,2.905,7.441,1.613,2.565,4.634,6.631,8.36,9.655,2.198,Yes,Yes,5.987,6.723,3.455,0.277,6.597,9.433,7.491,0.786,8.655,1.862,5.38,9.976,2.941,4
1.974,9.703,2.082,1.421,6.958,8.162,9.345,3.297,8.011,8.231,1.496,8.173,5.249,6.387,8.74,2.231,8.131,7.352,0.195,9.207,2.397,8.644,3.01,2.003,3.538,9.395,1.944,7.115,1.209,4.127,1.508,8.74,0.919,1.353,7.908,2.542,3.982,6.395,2.041,9.161,7.639,7.254,2.728,5.479,5.912,Yes,No,1.485,0.742,0.631,0.073,6.267,1.436,4.345,6.075,1.293,5.602,6.221,5.339,4.492,3
4.819,2.806,8.738,4.443,4.303,7.262,2.279,9.116,1.413,4.739,0.095,7.126,7.316,3.036,3.817,0.772,4.028,8.087,5.742,4.771,7.576,5.791,8.271,1.904,4.177,0.406,2.272,4.355,6.468,2.086,0.015,0.664,2.242,4.037,5.865,4.579,7.934,7.994,8.341,6.276,6.079,1.928,4.34,8.742,9.696,No,No,7.817,5.738,9.745,2.336,4.946,5.859,5.924,7.619,1.717,9.512,2.937,7.516,4.839,3
6.96,9.414,3.602,9.969,8.046,4.134,9.19,6.242,0.256,8.832,8.963,2.626,2.735,5.829,0.186,0.681,6.674,5.082,9.332,6.215,7.374,9.845,8.049,5.43,4.901,1.709,4.643,1.026,7.943,3.904,1.099,0.905,3.062,3.589,6.868,6.717,1.024,1.907,3.131,5.038,8.089,5.154,1.261,1.631,1.692,No,No,8.419,8.637,7.99,3.299,4.937,0.51,3.924,1.958,5.64,0.427,2.409,3.902,1.935,0
